id,proprietary_institution,address,line,area,유형분류,현재 사용현황,향후 사용계획 및 추진사항,capacity,land_category,realty_price,sys_connection,insolation,generation_quantity,economic_feasibility,result
19125,강원본부,충청북도 단양군 매포읍 상시리 147-1,중앙선,46,기타,미사용,계획 없음,3.0,철도용지,5110.0,가능,37.79,56371.0,10285.0,0
19126,강원본부,충청북도 단양군 매포읍 상시리 147-2,중앙선,56,기타,미사용,계획 없음,4.0,철도용지,6170.0,가능,37.79,75158.0,13713.0,0
19127,강원본부,충청북도 단양군 매포읍 상시리 148-1,중앙선,169,기타,미사용,계획 없음,13.0,철도용지,6260.0,가능,37.79,244265.0,44568.0,0
19128,강원본부,충청북도 단양군 매포읍 상시리 148-2,중앙선,23,기타,미사용,계획 없음,1.0,철도용지,6330.0,가능,37.79,18794.0,3429.0,0
19129,강원본부,충청북도 단양군 매포읍 상시리 148-4,중앙선,60,기타,미사용,계획 없음,4.0,철도용지,6170.0,가능,37.79,75158.0,13713.0,0
19131,강원본부,충청북도 단양군 매포읍 상시리 149-1,중앙선,3778,기타,미사용,계획 없음,290.0,철도용지,5090.0,가능,37.79,5449104.0,963748.0,1
19133,강원본부,충청북도 단양군 매포읍 상시리 179-3,중앙선,93,기타,미사용,계획 없음,7.0,철도용지,5110.0,가능,37.79,131530.0,23998.0,0
19134,강원본부,충청북도 단양군 매포읍 상시리 179-4,중앙선,50,기타,미사용,계획 없음,3.0,철도용지,5110.0,가능,37.79,56371.0,10285.0,0
19135,강원본부,충청북도 단양군 매포읍 상시리 179-5,중앙선,215,기타,미사용,계획 없음,16.0,철도용지,7450.0,가능,37.79,300646.0,54855.0,0
19136,강원본부,충청북도 단양군 매포읍 상시리 179-6,중앙선,165,기타,미사용,계획 없음,12.0,철도용지,5110.0,가능,37.79,225482.0,41141.0,0
19137,강원본부,충청북도 단양군 매포읍 상시리 179-7,중앙선,99,기타,미사용,계획 없음,7.0,철도용지,5110.0,가능,37.79,131530.0,23998.0,0
19138,강원본부,충청북도 단양군 매포읍 상시리 179-8,중앙선,17,기타,미사용,계획 없음,1.0,철도용지,5110.0,가능,37.79,18794.0,3429.0,0
19139,강원본부,충청북도 단양군 매포읍 상시리 253-5,중앙선,539,기타,미사용,계획 없음,41.0,철도용지,5110.0,가능,37.79,770389.0,140564.0,0
19140,강원본부,충청북도 단양군 매포읍 상시리 253-7,중앙선,36,기타,미사용,계획 없음,2.0,철도용지,5110.0,가능,37.79,37571.0,6855.0,0
19141,강원본부,충청북도 단양군 매포읍 상시리 260-2,중앙선,2493,기타,미사용,계획 없음,191.0,철도용지,5110.0,가능,37.79,3588900.0,640222.0,1
19142,강원본부,충청북도 단양군 매포읍 상시리 264-6,중앙선,1266,기타,미사용,계획 없음,97.0,철도용지,12600.0,가능,37.79,1822634.0,332556.0,0
19144,강원본부,충청북도 단양군 매포읍 상시리 269-1,중앙선,1341,기타,미사용,계획 없음,103.0,철도용지,5110.0,가능,37.79,1935379.0,352635.0,0
19146,강원본부,충청북도 단양군 매포읍 상시리 372-1,중앙선,289,기타,미사용,계획 없음,22.0,철도용지,6170.0,가능,37.79,413382.0,75425.0,0
19147,강원본부,충청북도 단양군 매포읍 상시리 375-1,중앙선,91,기타,미사용,계획 없음,7.0,철도용지,6170.0,가능,37.79,131530.0,23998.0,0
19148,강원본부,충청북도 단양군 매포읍 상시리 379-1,중앙선,283,기타,미사용,계획 없음,21.0,철도용지,2670.0,가능,37.79,394587.0,71996.0,0
19149,강원본부,충청북도 단양군 매포읍 상시리 385-5,중앙선,73,기타,미사용,계획 없음,5.0,철도용지,5110.0,가능,37.79,93946.0,17141.0,0
19151,강원본부,충청북도 단양군 매포읍 상시리 397-3,중앙선,137,기타,미사용,계획 없음,10.0,철도용지,5110.0,가능,37.79,187902.0,34284.0,0
19152,강원본부,충청북도 단양군 매포읍 상시리 398-5,중앙선,71,기타,미사용,계획 없음,5.0,철도용지,10600.0,가능,37.79,93946.0,17141.0,0
19154,강원본부,충청북도 단양군 매포읍 상시리 산 33-2,중앙선,496,기타,미사용,계획 없음,38.0,임야,5110.0,가능,37.79,714020.0,130279.0,0
19155,강원본부,충청북도 단양군 매포읍 상시리 산 33-3,중앙선,397,기타,미사용,계획 없음,30.0,철도용지,5110.0,가능,37.79,563701.0,102852.0,0
19157,강원본부,충청북도 단양군 매포읍 상시리 산 41-4,중앙선,99,기타,미사용,계획 없음,7.0,철도용지,5110.0,가능,37.79,131530.0,23998.0,0
19158,강원본부,충청북도 단양군 매포읍 상시리 산 42-1,중앙선,1190,기타,미사용,계획 없음,91.0,철도용지,5110.0,가능,37.79,1709887.0,311984.0,0
19159,강원본부,충청북도 단양군 매포읍 상시리 산 7-2,중앙선,893,기타,미사용,계획 없음,68.0,철도용지,5110.0,가능,37.79,1277721.0,233131.0,0
19160,강원본부,충청북도 단양군 매포읍 상시리 산 9-2,중앙선,5287,기타,미사용,계획 없음,407.0,철도용지,5110.0,가능,37.79,7647546.0,1346412.0,1
19161,강원본부,충청북도 단양군 매포읍 안동리 122-2,중앙선,4473,기타,미사용,계획 없음,344.0,철도용지,2670.0,가능,37.79,6463770.0,1140465.0,1
19162,강원본부,충청북도 단양군 매포읍 안동리 167-1,중앙선,2238,기타,미사용,계획 없음,172.0,철도용지,6100.0,가능,37.79,3231879.0,578177.0,1
19163,강원본부,충청북도 단양군 매포읍 안동리 176-2,중앙선,863,기타,미사용,계획 없음,66.0,철도용지,2540.0,가능,37.79,1240139.0,226274.0,0
19164,강원본부,충청북도 단양군 매포읍 안동리 225-2,중앙선,3411,기타,미사용,계획 없음,262.0,철도용지,4120.0,가능,37.79,4922989.0,872367.0,1
19165,강원본부,충청북도 단양군 매포읍 안동리 230-2,중앙선,2493,기타,미사용,계획 없음,191.0,철도용지,4120.0,가능,37.79,3588900.0,640222.0,1
19166,강원본부,충청북도 단양군 매포읍 안동리 272,중앙선,5654,기타,미사용,계획 없음,435.0,철도용지,7420.0,가능,37.79,8173660.0,1437653.0,1
19167,강원본부,충청북도 단양군 매포읍 안동리 285-1,중앙선,5478,기타,미사용,계획 없음,421.0,철도용지,7420.0,가능,37.79,7910602.0,1392055.0,1
19168,강원본부,충청북도 단양군 매포읍 안동리 296-2,중앙선,840,기타,미사용,계획 없음,64.0,철도용지,2400.0,가능,37.79,1202563.0,219418.0,0
19169,강원본부,충청북도 단양군 매포읍 안동리 297-2,중앙선,251,기타,미사용,계획 없음,19.0,철도용지,2560.0,가능,37.79,357013.0,65140.0,0
19170,강원본부,충청북도 단양군 매포읍 안동리 342-1,중앙선,57,기타,미사용,계획 없음,4.0,철도용지,2670.0,가능,37.79,75158.0,13713.0,0
19171,강원본부,충청북도 단양군 매포읍 안동리 343-5,중앙선,295,기타,미사용,계획 없음,22.0,철도용지,2670.0,가능,37.79,413382.0,75425.0,0
19172,강원본부,충청북도 단양군 매포읍 안동리 산 13-3,중앙선,99,기타,미사용,계획 없음,7.0,철도용지,346.0,가능,37.79,131530.0,23998.0,0
19173,강원본부,충청북도 단양군 매포읍 안동리 산 13-4,중앙선,46,기타,미사용,계획 없음,3.0,철도용지,346.0,가능,37.79,56371.0,10285.0,0
19174,강원본부,충청북도 단양군 매포읍 안동리 산 13-5,중앙선,496,기타,미사용,계획 없음,38.0,철도용지,346.0,가능,37.79,714020.0,130279.0,0
19175,강원본부,충청북도 단양군 매포읍 안동리 산 15-1,중앙선,3769,기타,미사용,계획 없음,290.0,철도용지,346.0,가능,37.79,5449104.0,963748.0,1
19176,강원본부,충청북도 단양군 매포읍 안동리 산 17-1,중앙선,99,기타,미사용,계획 없음,7.0,철도용지,1620.0,가능,37.79,131530.0,23998.0,0
19177,강원본부,충청북도 단양군 매포읍 안동리 산 27-2,중앙선,1785,기타,미사용,계획 없음,137.0,철도용지,346.0,가능,37.79,2574234.0,463690.0,0
19178,강원본부,충청북도 단양군 매포읍 안동리 산 28-2,중앙선,198,기타,미사용,계획 없음,15.0,철도용지,6350.0,가능,37.79,281850.0,51426.0,0
19179,강원본부,충청북도 단양군 매포읍 영천리 313-2,중앙선,129,기타,미사용,계획 없음,9.0,철도용지,6930.0,가능,37.79,169113.0,30856.0,0
19180,강원본부,충청북도 단양군 매포읍 영천리 314-3,중앙선,3282,기타,미사용,계획 없음,252.0,철도용지,4950.0,가능,37.79,4735084.0,839671.0,1
19181,강원본부,충청북도 단양군 매포읍 영천리 433-3,중앙선,2936,기타,미사용,계획 없음,226.0,철도용지,3250.0,가능,37.79,4246542.0,754658.0,1
19182,강원본부,충청북도 단양군 매포읍 영천리 435-1,중앙선,674,기타,미사용,계획 없음,51.0,철도용지,6450.0,가능,37.79,958297.0,174850.0,0
19183,강원본부,충청북도 단양군 매포읍 영천리 442-2,중앙선,943,기타,미사용,계획 없음,72.0,철도용지,2430.0,가능,37.79,1352874.0,246844.0,0
19184,강원본부,충청북도 단양군 매포읍 영천리 444-2,중앙선,145,기타,미사용,계획 없음,11.0,철도용지,2860.0,가능,37.79,206684.0,37711.0,0
19186,강원본부,충청북도 단양군 매포읍 영천리 446-5,중앙선,1452,기타,미사용,계획 없음,111.0,철도용지,3040.0,가능,37.79,2085685.0,378784.0,0
19187,강원본부,충청북도 단양군 매포읍 영천리 464-1,중앙선,488,기타,미사용,계획 없음,37.0,철도용지,2550.0,가능,37.79,695226.0,126850.0,0
19188,강원본부,충청북도 단양군 매포읍 영천리 464-3,중앙선,47,기타,미사용,계획 없음,3.0,철도용지,3660.0,가능,37.79,56371.0,10285.0,0
19189,강원본부,충청북도 단양군 매포읍 영천리 산 52-1,중앙선,198,기타,미사용,계획 없음,15.0,철도용지,3960.0,가능,37.79,281850.0,51426.0,0
19190,강원본부,충청북도 단양군 매포읍 영천리 산 52-3,중앙선,3174,기타,미사용,계획 없음,244.0,철도용지,3690.0,가능,37.79,4584767.0,813404.0,1
19191,강원본부,충청북도 단양군 매포읍 영천리 산 52-4,중앙선,2777,기타,미사용,계획 없음,213.0,철도용지,3870.0,가능,37.79,4002278.0,712098.0,1
19192,강원본부,충청북도 단양군 매포읍 영천리 산 52-5,중앙선,2281,기타,미사용,계획 없음,175.0,철도용지,5930.0,가능,37.79,3288253.0,587984.0,1
19193,강원본부,충청북도 단양군 매포읍 영천리 산 54-2,중앙선,5653,기타,미사용,계획 없음,435.0,철도용지,6930.0,가능,37.79,8173660.0,1437653.0,1
19195,강원본부,충청북도 단양군 매포읍 하시리 137-2,중앙선,559,기타,미사용,계획 없음,43.0,철도용지,7090.0,가능,37.79,807970.0,147421.0,0
19196,강원본부,충청북도 단양군 매포읍 하시리 233-1,중앙선,678,기타,미사용,계획 없음,52.0,철도용지,3300.0,가능,37.79,977086.0,178278.0,0
19197,강원본부,충청북도 단양군 매포읍 하시리 산 2-2,중앙선,1587,기타,미사용,계획 없음,122.0,철도용지,429.0,가능,37.79,2292384.0,414671.0,0
19198,강원본부,충청북도 단양군 매포읍 하시리 산 3-2,중앙선,893,기타,미사용,계획 없음,68.0,철도용지,429.0,가능,37.79,1277721.0,233131.0,0
19199,강원본부,충청북도 단양군 매포읍 하시리 산 4-2,중앙선,694,기타,미사용,계획 없음,53.0,철도용지,429.0,가능,37.79,995872.0,181706.0,0
19200,강원본부,충청북도 단양군 매포읍 하시리 산 59-2,중앙선,694,기타,미사용,계획 없음,53.0,철도용지,4070.0,가능,37.79,995872.0,181706.0,0
19203,강원본부,충청북도 단양군 매포읍 하시리 산 5-2,중앙선,1091,기타,미사용,계획 없음,84.0,철도용지,429.0,가능,37.79,1578366.0,287987.0,0
19205,강원본부,충청북도 단양군 매포읍 하시리 산 7-2,중앙선,1884,기타,미사용,계획 없음,145.0,철도용지,429.0,가능,37.79,2724546.0,489842.0,0
19206,강원본부,경상북도 영주시 문수면 승문리 1255,중앙선,2838,활용,미사용,계획 없음,218.0,철도용지,9900.0,가능,34.440000000000005,3733636.0,663984.0,0
19207,강원본부,경상북도 영주시 문수면 승문리 1265-2,중앙선,13,활용,미사용,계획 없음,1.0,철도용지,9900.0,가능,34.440000000000005,17123.0,3124.0,0
19208,강원본부,경상북도 영주시 문수면 승문리 1269-1,중앙선,205,활용,미사용,계획 없음,15.0,철도용지,5110.0,가능,34.440000000000005,256906.0,46874.0,0
19209,강원본부,경상북도 영주시 문수면 승문리 1275-1,중앙선,23,활용,미사용,계획 없음,1.0,답,5110.0,가능,34.440000000000005,17123.0,3124.0,0
19211,강원본부,경상북도 영주시 문수면 승문리 1286-1,중앙선,1570,활용,미사용,계획 없음,120.0,철도용지,3790.0,가능,34.440000000000005,2055210.0,372029.0,0
19212,강원본부,경상북도 영주시 문수면 승문리 1287-2,중앙선,1528,활용,미사용,계획 없음,117.0,철도용지,3790.0,가능,34.440000000000005,2003837.0,363070.0,0
19213,강원본부,경상북도 영주시 문수면 승문리 1291-1,중앙선,17,활용,미사용,계획 없음,1.0,철도용지,478.0,가능,34.440000000000005,17123.0,3124.0,0
19214,강원본부,경상북도 영주시 문수면 승문리 1293-1,중앙선,575,활용,미사용,계획 없음,44.0,철도용지,3790.0,가능,34.440000000000005,753583.0,137498.0,0
19215,강원본부,경상북도 영주시 문수면 승문리 1294-2,중앙선,23,활용,미사용,계획 없음,1.0,철도용지,3790.0,가능,34.440000000000005,17123.0,3124.0,0
19216,강원본부,경상북도 영주시 문수면 승문리 1294-3,중앙선,413,활용,미사용,계획 없음,31.0,철도용지,3790.0,가능,34.440000000000005,530937.0,96874.0,0
19218,강원본부,경상북도 영주시 문수면 승문리 1329-3,중앙선,50,활용,미사용,계획 없음,3.0,답,5110.0,가능,34.440000000000005,51382.0,9375.0,0
19219,강원본부,경상북도 영주시 문수면 승문리 1330-4,중앙선,46,활용,미사용,계획 없음,3.0,철도용지,5110.0,가능,34.440000000000005,51382.0,9375.0,0
19220,강원본부,경상북도 영주시 문수면 승문리 1331-3,중앙선,20,활용,미사용,계획 없음,1.0,철도용지,5110.0,가능,34.440000000000005,17123.0,3124.0,0
19222,강원본부,경상북도 영주시 문수면 승문리 1334,중앙선,69,활용,미사용,계획 없음,5.0,철도용지,5110.0,가능,34.440000000000005,85640.0,15625.0,0
19223,강원본부,경상북도 영주시 문수면 승문리 1335-1,중앙선,228,활용,미사용,계획 없음,17.0,철도용지,5110.0,가능,34.440000000000005,291153.0,53123.0,0
19225,강원본부,경상북도 영주시 문수면 승문리 1343,중앙선,2374,활용,미사용,계획 없음,182.0,철도용지,5110.0,가능,34.440000000000005,3117075.0,556714.0,0
19226,강원본부,경상북도 영주시 문수면 승문리 1344-2,중앙선,122,활용,미사용,계획 없음,9.0,철도용지,5110.0,가능,34.440000000000005,154137.0,28123.0,0
19228,강원본부,경상북도 영주시 문수면 승문리 1387-3,중앙선,56,활용,미사용,계획 없음,4.0,철도용지,5110.0,가능,34.440000000000005,68508.0,12499.0,0
19230,강원본부,경상북도 영주시 문수면 승문리 1400-1,중앙선,2598,활용,미사용,계획 없음,200.0,철도용지,5110.0,가능,34.440000000000005,3425361.0,610322.0,0
19231,강원본부,경상북도 영주시 문수면 승문리 1401,중앙선,136,활용,미사용,계획 없음,10.0,철도용지,5110.0,가능,34.440000000000005,171266.0,31249.0,0
19232,강원본부,경상북도 영주시 문수면 승문리 1403-4,중앙선,36,활용,미사용,계획 없음,2.0,철도용지,5110.0,가능,34.440000000000005,34257.0,6250.0,0
19233,강원본부,경상북도 영주시 문수면 승문리 1698-1,중앙선,155,활용,미사용,계획 없음,11.0,철도용지,5110.0,가능,34.440000000000005,188395.0,34374.0,0
19234,강원본부,경상북도 영주시 문수면 승문리 1698-2,중앙선,423,활용,미사용,계획 없음,32.0,철도용지,5110.0,가능,34.440000000000005,548063.0,99999.0,0
19237,강원본부,경상북도 영주시 문수면 승문리 1779-1,중앙선,720,활용,미사용,계획 없음,55.0,철도용지,5110.0,가능,34.440000000000005,941970.0,171871.0,0
19238,강원본부,경상북도 영주시 문수면 승문리 1779-4,중앙선,675,활용,미사용,계획 없음,51.0,철도용지,5110.0,가능,34.440000000000005,873465.0,159371.0,0
19239,강원본부,경상북도 영주시 문수면 승문리 1780-1,중앙선,456,활용,미사용,계획 없음,35.0,철도용지,5110.0,가능,34.440000000000005,599447.0,109374.0,0
19241,강원본부,경상북도 영주시 문수면 승문리 1807-1,중앙선,221,활용,미사용,계획 없음,17.0,철도용지,3790.0,가능,34.440000000000005,291153.0,53123.0,0
19242,강원본부,경상북도 영주시 문수면 승문리 1808-1,중앙선,337,활용,미사용,계획 없음,25.0,철도용지,3790.0,가능,34.440000000000005,428170.0,78123.0,0
19243,강원본부,경상북도 영주시 문수면 승문리 1809-1,중앙선,416,활용,미사용,계획 없음,32.0,철도용지,9150.0,가능,34.440000000000005,548063.0,99999.0,0
19244,강원본부,경상북도 영주시 문수면 승문리 1810,중앙선,53,활용,미사용,계획 없음,4.0,철도용지,9900.0,가능,34.440000000000005,68508.0,12499.0,0
19245,강원본부,경상북도 영주시 문수면 승문리 1811-1,중앙선,80,활용,미사용,계획 없음,6.0,철도용지,9900.0,가능,34.440000000000005,102759.0,18749.0,0
19248,강원본부,경상북도 영주시 문수면 승문리 528-5,중앙선,56,활용,미사용,계획 없음,4.0,철도용지,5280.0,가능,34.440000000000005,68508.0,12499.0,0
19249,강원본부,경상북도 영주시 문수면 승문리 529-3,중앙선,122,활용,미사용,계획 없음,9.0,철도용지,5280.0,가능,34.440000000000005,154137.0,28123.0,0
19250,강원본부,경상북도 영주시 문수면 승문리 530-3,중앙선,46,활용,미사용,계획 없음,3.0,철도용지,3790.0,가능,34.440000000000005,51382.0,9375.0,0
19251,강원본부,경상북도 영주시 문수면 승문리 531-3,중앙선,23,활용,미사용,계획 없음,1.0,철도용지,5280.0,가능,34.440000000000005,17123.0,3124.0,0
19252,강원본부,경상북도 영주시 문수면 승문리 531-4,중앙선,23,활용,미사용,계획 없음,1.0,철도용지,5280.0,가능,34.440000000000005,17123.0,3124.0,0
19256,강원본부,경상북도 영주시 문수면 승문리 산 102-1,중앙선,198,활용,미사용,계획 없음,15.0,철도용지,445.0,가능,34.440000000000005,256906.0,46874.0,0
19257,강원본부,경상북도 영주시 문수면 승문리 산 102-2,중앙선,60,활용,미사용,계획 없음,4.0,철도용지,445.0,가능,34.440000000000005,68508.0,12499.0,0
19258,강원본부,경상북도 영주시 문수면 승문리 산 103-2,중앙선,1686,활용,미사용,계획 없음,129.0,철도용지,455.0,가능,34.440000000000005,2209358.0,398903.0,0
19259,강원본부,경상북도 영주시 문수면 승문리 산 103-4,중앙선,198,활용,미사용,계획 없음,15.0,철도용지,445.0,가능,34.440000000000005,256906.0,46874.0,0
19260,강원본부,경상북도 영주시 문수면 승문리 산 111-2,중앙선,1785,활용,미사용,계획 없음,137.0,철도용지,577.0,가능,34.440000000000005,2346374.0,422646.0,0
19261,강원본부,경상북도 영주시 문수면 승문리 산 111-4,중앙선,198,활용,미사용,계획 없음,15.0,철도용지,577.0,가능,34.440000000000005,256906.0,46874.0,0
19262,강원본부,경상북도 영주시 문수면 승문리 산 112-2,중앙선,298,활용,미사용,계획 없음,22.0,철도용지,577.0,가능,34.440000000000005,376785.0,68747.0,0
19263,강원본부,경상북도 영주시 문수면 승문리 산 112-3,중앙선,1190,활용,미사용,계획 없음,91.0,철도용지,577.0,가능,34.440000000000005,1558534.0,284368.0,0
19267,강원본부,경상북도 영주시 문수면 승문리 산 213-1,중앙선,126,활용,미사용,계획 없음,9.0,철도용지,577.0,가능,34.440000000000005,154137.0,28123.0,0
19268,강원본부,경상북도 영주시 문수면 승문리 산 93-4,중앙선,3273,활용,미사용,계획 없음,252.0,철도용지,445.0,가능,34.440000000000005,4315953.0,765347.0,0
19269,강원본부,경상북도 영주시 문수면 승문리 산 93-6,중앙선,99,활용,미사용,계획 없음,7.0,철도용지,445.0,가능,34.440000000000005,119889.0,21874.0,0
19270,강원본부,경상북도 영주시 문수면 승문리 산 95-1,중앙선,595,활용,미사용,계획 없음,45.0,철도용지,445.0,가능,34.440000000000005,770706.0,140622.0,0
19271,강원본부,경상북도 영주시 문수면 승문리 산 96-2,중앙선,73,활용,미사용,계획 없음,5.0,철도용지,445.0,가능,34.440000000000005,85640.0,15625.0,0
19272,강원본부,경상북도 영주시 문수면 승문리 산 96-3,중앙선,397,활용,미사용,계획 없음,30.0,철도용지,445.0,가능,34.440000000000005,513800.0,93747.0,0
19273,강원본부,경상북도 영주시 문수면 승문리 산 96-5,중앙선,69,활용,미사용,계획 없음,5.0,철도용지,445.0,가능,34.440000000000005,85640.0,15625.0,0
19274,강원본부,경상북도 영주시 문수면 승문리 산 97-1,중앙선,496,활용,미사용,계획 없음,38.0,철도용지,445.0,가능,34.440000000000005,650814.0,118747.0,0
19275,강원본부,경상북도 영주시 문수면 승문리 산 97-2,중앙선,99,활용,미사용,계획 없음,7.0,철도용지,445.0,가능,34.440000000000005,119889.0,21874.0,0
19276,강원본부,경상북도 영주시 평은면 강동리 717-2,중앙선,109,활용,미사용,계획 없음,8.0,철도용지,3460.0,가능,36.16,143862.0,26248.0,0
19277,강원본부,경상북도 영주시 평은면 강동리 729-2,중앙선,83,활용,미사용,계획 없음,6.0,철도용지,3460.0,가능,36.16,107893.0,19686.0,0
19278,강원본부,경상북도 영주시 평은면 강동리 730-1,중앙선,221,활용,미사용,계획 없음,17.0,철도용지,3460.0,가능,36.16,305687.0,55775.0,0
19279,강원본부,경상북도 영주시 평은면 강동리 732-2,중앙선,968,활용,미사용,계획 없음,74.0,철도용지,3460.0,가능,36.16,1330664.0,242791.0,0
19280,강원본부,경상북도 영주시 평은면 강동리 734-2,중앙선,20,활용,미사용,계획 없음,1.0,철도용지,3460.0,가능,36.16,17978.0,3280.0,0
19281,강원본부,경상북도 영주시 평은면 강동리 735-2,중앙선,344,활용,미사용,계획 없음,26.0,철도용지,3460.0,가능,36.16,467534.0,85305.0,0
