latitude,longitude
127.378563571197,37.6806118546551
127.718886952658,37.8865983792806
127.716881765888,37.8854437238504
127.730677094795,37.8421851541965
127.731797843493,37.8463362805132
127.726926074848,37.8310460360486
127.727235931326,37.8319583041198
127.729653906993,37.8352161815539
127.73045978579,37.836266632886
127.730985792733,37.8370194348429
127.729464018808,37.8347017518745
127.726826542752,37.8623992757934
127.512463185987,37.8240055858059
127.509206673052,37.8173554863784
127.51493288292,37.8284992796148
127.226193175993,37.5759107644381
127.228397244098,37.5678620022199
127.23449269094,37.5614545248422
127.188021352808,37.6090977015259
127.187630154031,37.6095864795199
127.601714201749,37.4850892884451
127.605686533972,37.4848934765967
127.611941711747,37.4825458655957
127.611390729308,37.4831522948681
127.63993668092,37.4738124210225
127.643002518229,37.4741649143827
127.644325815422,37.4738559623427
127.644908980576,37.473771060549
127.64687399602,37.4727755312755
127.649475159627,37.4715035629227
127.648768316663,37.4717289107065
127.635801212578,37.4731795423678
126.66700313084,36.5712210796474
126.666564303071,36.5707512587105
126.666194465183,36.5708140246825
126.665947319892,36.5705856135667
126.665856691471,36.5703578209478
127.357321308081,35.4443985541199
127.36862382011,35.4357083772871
127.350452073921,35.4440820488161
127.350080643252,35.4438449097074
127.298766523943,35.3637911664683
127.300678121069,35.3680378843763
127.301898309535,35.3704558892923
127.304704371546,35.3733297475283
127.299173837837,35.3646494821506
127.300369011267,35.3672915451874
127.301302047762,35.3693442421154
127.301069509282,35.3688929878207
127.302601236952,35.3713660005982
127.305312220608,35.3736700852573
126.524139418802,34.9780905283861
126.577208820259,35.0344718026537
126.580419644947,35.0338284628189
128.243772937075,37.1072878366111
128.244039211275,37.1088762222515
128.24414306325,37.1070687022683
128.243833615851,37.1092920320192
128.250034967534,37.0954909414829
128.247381205365,37.0991094098658
128.245419049217,37.1017757584415
128.259657246087,37.0902521873951
128.25614274088,37.0920900472484
128.244674692877,37.1023791416796
128.243986181186,37.1034471249411
128.25014747233,37.0952392748578
128.251172158093,37.0943781844754
128.252370675547,37.0937679823858
128.253874122035,37.0930639926976
128.284989657299,37.0680037922761
128.283275921595,37.0698807699274
128.282690233887,37.0701885836242
128.282436547159,37.0704610893242
128.280264890144,37.071626401803
128.268594912398,37.0866483770912
128.268321260846,37.0869438618202
128.269494719128,37.0826281777715
128.269320369175,37.0832800319378
128.307302617148,37.0505793272378
128.302704902322,37.0522638013132
128.295980079854,37.0595536558109
128.295852323736,37.0591744651713
128.295952698954,37.0609841274455
128.307831975678,37.0504032912513
128.318431615985,37.034811017128
128.318839668791,37.0353227609419
128.314649093895,37.0420983810527
128.318194554744,37.0342108749808
128.288658182668,37.0662848673639
128.286736111649,37.0668704887013
128.314054423954,37.043202129952
128.314328054912,37.0427225542804
128.313445237939,37.0448212341115
128.313127343617,37.0457139602504
128.633798859353,36.7393627569474
128.63312250243,36.7396820825909
128.638136955386,36.7396421601341
128.63480780115,36.7393224982284
128.637263675113,36.7393968503006
128.694536812605,36.7071880174369
128.688196676771,36.7132360727202
128.696104287026,36.7056884782459
128.695674171791,36.7060565440823
128.692955428185,36.7086938610791
128.690686146938,36.7108917957731
128.654445568537,36.7366559709641
128.653958243612,36.7367853743611
128.653176897148,36.7369960783739
128.651995020287,36.7372809063888
128.65770391284,36.7358245739158
128.656860803626,36.736030576148
128.655079026753,36.7365234516829
127.5126076081,37.2551338613654
129.359293669562,36.069706900939
129.353266386222,36.0721587391718
129.352333589999,36.0730119150407
129.370385426862,35.5129424384908
129.369711757704,35.5138536717177
129.367975957571,35.5160385028062
129.365251932552,35.5170114107554
129.367282556032,35.5162722474667
128.243300743928,37.1113446202052
128.244049425449,37.1022106382532
128.282124884451,37.0702955197784
128.218107835111,37.1232604300492
128.239142900733,37.1194694646365
128.815834345893,37.2263456277353
128.977036765722,37.1782494663365
126.866878408804,36.7549208015015
126.867678006685,36.7581067875743
126.9820891476,36.784636894817
126.966758760353,36.7917002291833
126.969153963416,36.790269274409
126.970512209222,36.7890711368075
126.969920087815,36.7896714911709
126.971939675696,36.7874951624263
126.907706931492,36.7836331107843
126.90748559987,36.7834167613773
126.907314740643,36.7831516104531
126.907201649715,36.7829186741588
126.907018415103,36.7826986589998
126.906625473596,36.7822893350632
126.906597987298,36.782137565692
126.906034676332,36.7815315726446
126.905789613057,36.7813096143495
126.909136905468,36.786630057688
126.91400684262,36.7947541561695
126.912348196907,36.7922438850512
126.91648664101,36.7983363156423
126.916886015923,36.7990342368696
126.910770719641,36.7899737976106
126.909272373609,36.786992499222
126.90915432938,36.7863903745318
126.953214350799,36.7959624460559
126.948250190368,36.7993957932195
126.947391657357,36.799719456724
126.945373468984,36.8002308294849
126.959553597158,36.7942340019822
126.959657737242,36.7990499469944
126.958311566825,36.7980053631909
126.944358478986,36.8004131947339
126.941418484474,36.8009467735294
126.922324781586,36.8057486759078
126.921457264367,36.8053664853442
126.937044194156,36.801844389434
126.92082091801,36.8048909972656
126.908283904826,36.7847374227507
126.907995604819,36.7841211079069
126.908806873988,36.7860490368068
126.718991417426,36.6591141424963
126.718390160056,36.6599035549921
126.568581728856,36.4001583298174
126.568475828444,36.3996743816612
126.567967975353,36.3975760731115
126.665137923935,36.570557570173
126.670201656428,36.5772424849123
126.665137923935,36.570557570173
126.670201656428,36.5772424849123
126.668760992128,36.576308691972
126.665125440446,36.570757859216
126.665583055742,36.5719209874087
126.665161690073,36.5707715682935
126.568475828444,36.3996743816612
126.567967975353,36.3975760731115
126.673787664179,36.5846082818982
126.673787664179,36.5846082818982
126.678221527078,36.5974374329032
126.6776252752,36.6019827889284
126.664269917798,36.5691002332655
126.664354626601,36.5695328403191
126.671993525219,36.5783871032416
126.671293087787,36.5779125248617
126.673787664179,36.5846082818982
126.673787664179,36.5846082818982
126.678221527078,36.5974374329032
126.6776252752,36.6019827889284
126.664269917798,36.5691002332655
126.664354626601,36.5695328403191
126.671993525219,36.5783871032416
126.671293087787,36.5779125248617
